bid_id,date_created,adv_id,user_id_buyer,bid_price
68,2023-10-03 04:23:19,210,34,138500000
69,2023-10-12 00:02:53,152,57,86500000
70,2023-07-10 16:06:40,181,10,149500000
71,2023-08-23 23:42:47,102,49,100000000
72,2023-10-16 05:14:19,271,5,180000000
73,2023-11-03 11:13:47,142,59,70000000
74,2023-08-21 06:59:46,250,17,114000000
75,2023-08-10 08:59:45,315,66,92000000
76,2023-06-18 09:57:52,94,20,122000000
77,2023-06-04 21:53:49,266,2,123500000
78,2023-12-14 18:49:34,370,77,208000000
79,2023-10-18 00:12:55,42,52,55500000
80,2023-12-13 00:07:26,176,4,65000000
81,2024-01-02 20:10:54,216,4,164000000
82,2023-08-23 21:09:39,116,43,126000000
83,2023-09-06 17:10:12,188,96,142000000
84,2023-11-01 10:08:44,268,59,126000000
85,2023-10-04 08:22:57,163,51,84000000
86,2023-12-14 02:26:37,201,13,163500000
87,2023-11-21 03:42:22,295,22,143500000
88,2023-10-03 17:46:34,223,29,108500000
89,2023-08-31 08:00:22,209,20,279000000
90,2023-07-28 22:03:05,383,73,193500000
91,2023-08-02 09:16:04,356,87,106000000
92,2023-12-30 05:09:53,281,46,120500000
93,2023-08-15 08:12:52,49,34,162000000
94,2023-12-27 01:51:33,291,47,101000000
95,2023-06-25 14:04:00,216,79,166000000
96,2023-06-20 08:28:29,139,89,71000000
97,2023-10-13 16:50:39,45,70,117500000
98,2023-11-01 02:50:26,159,21,112500000
99,2023-07-05 14:14:54,184,49,253500000
100,2023-10-06 06:13:22,132,1,121500000
101,2023-11-01 20:55:24,131,93,176500000
102,2023-10-18 11:51:19,362,30,69000000
103,2023-10-20 22:55:11,70,100,167000000
104,2023-09-13 15:31:41,360,85,117000000
105,2023-10-17 07:00:57,1,1,89000000
106,2023-11-06 03:05:45,188,92,155500000
107,2023-10-03 23:16:46,22,62,169000000
108,2024-01-03 17:44:18,58,27,86500000
109,2023-09-24 13:18:21,135,72,193500000
110,2023-08-14 06:21:12,83,45,104000000
111,2023-06-20 00:43:51,115,85,80500000
112,2023-11-27 06:11:40,146,23,89500000
113,2023-08-13 19:15:05,80,8,171500000
114,2023-06-05 06:19:54,268,81,113500000
115,2023-12-21 17:20:18,306,95,132500000
116,2023-10-17 11:00:00,375,6,158000000
117,2023-07-12 06:25:54,326,44,121000000
118,2024-01-04 09:14:18,282,30,113000000
119,2024-01-03 10:28:36,308,27,170500000
120,2023-08-15 15:00:17,267,45,188000000
121,2023-07-29 06:27:03,128,65,234000000
122,2023-09-28 08:10:12,375,75,151000000
123,2023-07-24 18:29:51,399,19,80500000
124,2023-11-22 00:49:20,107,7,99000000
125,2023-10-05 06:29:39,203,51,102500000
126,2023-08-16 17:59:45,207,61,169000000
127,2023-07-25 18:15:08,143,18,202000000
128,2023-09-04 17:49:28,83,91,118500000
129,2023-10-02 07:02:50,224,47,49500000
130,2023-12-10 22:09:18,19,38,63500000
131,2023-10-07 22:53:02,107,28,77000000
132,2023-07-29 22:49:51,279,41,91000000
133,2023-07-12 13:24:57,395,43,227500000
134,2023-06-25 05:08:33,234,77,97000000
135,2023-07-27 13:55:52,209,91,190000000
136,2023-06-20 22:34:21,124,11,191000000
137,2023-09-02 12:42:08,337,83,68500000
138,2023-08-01 11:56:56,83,84,115000000
139,2023-06-09 08:35:10,191,16,127000000
140,2023-12-24 21:31:59,24,67,98000000
141,2023-08-06 07:34:58,52,29,107000000
142,2023-11-11 16:44:21,237,60,110500000
143,2023-11-04 10:11:28,150,14,131000000
144,2023-12-25 04:53:21,369,35,52000000
145,2023-10-03 00:24:39,207,26,124000000
146,2023-11-24 05:47:27,188,93,97000000
147,2023-07-22 02:38:23,282,35,165000000
148,2023-10-06 17:18:06,239,38,79500000
149,2023-11-18 14:04:29,330,32,69000000
150,2023-10-05 09:24:48,98,42,113000000
151,2023-08-06 23:03:08,263,34,75500000
152,2023-11-21 09:02:10,129,74,141500000
153,2023-06-19 06:40:45,72,64,183000000
154,2024-01-02 22:18:56,353,29,117500000
155,2023-12-08 17:04:11,347,99,85500000
156,2023-07-13 23:02:08,182,19,196000000
157,2023-10-10 08:13:22,119,87,119500000
158,2024-01-01 01:32:06,207,69,186000000
159,2023-08-12 18:28:01,396,26,70000000
160,2023-11-21 00:37:59,64,15,131000000
161,2023-11-02 21:34:56,381,67,136000000
162,2023-10-10 06:09:38,135,68,193500000
163,2023-12-06 05:40:49,182,88,196000000
164,2023-08-12 17:25:27,331,7,176500000
165,2023-12-13 14:37:19,24,3,89500000
166,2023-11-29 02:32:56,24,67,72500000
167,2023-08-29 13:18:32,73,21,91000000
168,2023-06-06 03:22:42,203,10,73500000
169,2023-11-11 01:17:12,105,14,145500000
170,2023-08-25 01:05:30,353,100,133000000
171,2023-09-11 01:17:52,274,2,101500000
172,2023-09-18 08:08:54,275,71,109000000
173,2023-09-30 23:18:00,235,29,106500000
174,2023-09-26 18:13:11,106,72,72500000
175,2023-10-24 16:05:01,130,93,83000000
176,2023-09-07 21:44:06,119,52,86500000
177,2023-06-17 14:52:42,364,97,69000000
178,2023-08-23 23:48:20,346,48,93000000
179,2023-08-21 23:24:05,100,95,110000000
180,2023-07-20 10:28:25,24,18,77500000
181,2023-09-14 03:05:30,20,9,78500000
182,2023-11-16 16:15:10,192,56,89500000
183,2023-12-29 21:02:28,207,4,160000000
184,2023-12-25 21:01:30,66,26,57000000
185,2023-12-07 05:31:33,321,89,181500000
186,2023-09-25 12:01:33,292,44,112000000
187,2023-08-06 21:35:42,226,32,47000000
188,2024-01-05 03:41:16,301,29,141000000
189,2023-09-24 08:30:04,255,58,182500000
190,2023-12-13 15:13:27,329,76,85000000
191,2023-12-26 15:19:50,335,34,74500000
192,2023-08-23 13:31:29,75,9,112500000
193,2023-06-06 15:26:41,81,84,141500000
194,2023-08-14 12:11:59,185,13,366500000
195,2023-10-03 16:04:45,233,92,116500000
196,2023-08-07 07:42:02,350,74,99500000
197,2023-12-23 22:27:28,31,53,181000000
198,2023-11-05 05:54:36,284,21,77500000
199,2023-08-26 09:20:47,329,17,66500000
200,2023-09-30 06:22:47,283,45,127000000
201,2023-07-17 17:29:16,161,9,101500000
202,2023-09-19 19:49:58,377,3,96500000
203,2023-09-01 02:18:38,213,78,81000000
204,2023-08-18 19:52:57,364,94,62000000
205,2023-12-14 06:26:05,78,12,159500000
206,2023-06-30 02:56:59,203,91,98000000
207,2023-12-26 12:57:54,290,38,93000000
208,2023-10-05 22:11:55,215,97,67500000
209,2023-11-01 21:03:36,209,27,210500000
210,2023-11-04 19:15:50,163,60,141000000
211,2023-08-02 20:09:55,33,13,145000000
212,2023-11-19 00:28:56,249,9,128500000
213,2023-08-17 19:56:22,288,63,122000000
214,2023-08-01 09:22:02,7,61,103000000
215,2023-11-19 02:20:34,134,45,166000000
216,2023-06-22 01:46:48,351,77,272500000
217,2023-10-20 14:13:16,103,13,117500000
218,2023-10-08 08:08:37,360,40,121000000
219,2024-01-05 16:01:46,373,95,103500000
220,2023-06-14 18:32:08,188,76,169000000
221,2023-07-05 23:01:19,149,84,154000000
222,2023-07-20 02:28:15,321,94,178000000
223,2023-09-25 04:18:49,14,24,95000000
224,2023-10-25 10:44:16,398,93,127000000
225,2023-07-09 23:27:27,390,95,120500000
226,2023-07-01 22:39:34,212,18,65000000
227,2023-07-23 05:28:13,18,72,120000000
228,2024-01-03 02:36:28,221,43,94000000
229,2023-07-10 20:04:39,1,3,103500000
230,2023-11-17 17:40:56,297,94,80500000
231,2023-10-06 12:31:07,52,82,196000000
232,2023-08-23 01:51:44,113,41,80500000
233,2023-10-01 08:57:26,11,54,43000000
234,2023-12-05 08:16:01,267,89,107000000
235,2023-11-08 01:34:05,183,83,236000000
236,2023-09-27 04:27:53,147,4,105500000
237,2023-08-12 08:32:36,334,45,134000000
238,2023-12-18 00:56:06,173,84,105000000
239,2023-10-08 14:04:32,79,59,240000000
240,2023-08-26 05:42:59,253,48,98500000
241,2023-12-02 11:36:58,243,17,79000000
242,2023-10-25 15:23:35,24,6,107000000
243,2023-06-30 14:53:30,159,41,163000000
244,2023-11-12 19:49:43,284,6,114500000
245,2023-07-27 12:56:31,70,80,290500000
246,2023-09-04 06:31:03,204,54,133500000
247,2023-08-22 08:26:47,346,49,82500000
248,2023-10-26 19:20:41,132,71,116000000
249,2023-12-07 04:26:10,331,44,204500000
250,2023-06-17 12:35:46,395,61,145500000
251,2023-09-21 14:39:47,246,42,286000000
252,2023-10-02 13:09:19,380,92,91000000
253,2023-10-17 21:29:23,177,33,115500000
254,2024-01-03 18:41:39,123,93,90500000
255,2024-01-03 13:15:56,289,69,137500000
256,2023-12-30 23:12:37,202,80,214500000
257,2023-11-19 15:35:02,51,37,84000000
258,2023-11-20 16:29:57,249,61,98000000
259,2023-12-10 09:38:08,6,75,81000000
260,2023-07-02 11:24:13,64,56,122500000
261,2023-12-01 00:44:31,292,88,64500000
262,2023-07-06 01:08:22,400,16,137500000
263,2023-10-22 11:45:15,119,7,93000000
264,2023-06-06 07:24:23,286,38,130500000
265,2023-07-19 09:59:20,153,81,118500000
266,2023-09-26 16:17:46,102,6,92000000
267,2023-12-21 03:15:25,13,2,104000000
268,2023-06-05 02:19:42,121,92,73500000
269,2023-07-20 14:47:29,221,73,56500000
270,2023-10-09 12:26:56,179,63,150000000
271,2023-07-29 18:59:30,5,91,151500000
272,2023-11-09 20:16:14,62,6,87500000
273,2023-12-11 08:06:40,192,9,70000000
274,2023-10-23 09:34:04,359,85,121000000
275,2023-08-27 11:04:53,132,14,89000000
276,2023-10-26 10:47:30,231,67,143500000
277,2023-11-27 08:28:15,210,61,102000000
278,2023-08-15 13:09:17,279,64,161000000
279,2023-08-30 22:42:12,361,73,228000000
280,2023-08-31 09:06:00,273,11,181500000
281,2023-08-27 01:08:14,327,23,97500000
282,2023-08-13 14:31:25,289,26,185500000
283,2023-12-08 19:27:39,14,19,87000000
284,2023-06-21 17:37:45,283,82,183000000
285,2023-11-11 01:34:17,216,70,143000000
286,2023-10-16 09:06:20,168,19,129500000
287,2023-10-01 11:01:54,297,61,79000000
288,2023-06-25 09:42:43,328,41,186500000
289,2023-09-07 21:07:59,357,31,225500000
290,2023-07-20 10:51:41,310,46,126000000
291,2023-09-16 10:07:53,352,75,126000000
292,2023-11-10 20:59:53,60,93,108000000
293,2023-10-14 07:18:48,53,17,83000000
294,2023-12-23 22:01:36,51,55,95500000
295,2023-11-10 19:13:30,360,13,92500000
296,2023-11-25 12:37:44,248,12,73500000
297,2023-09-25 04:19:07,285,52,208500000
298,2023-10-27 19:31:46,110,8,231000000
299,2023-10-05 14:26:39,289,22,146500000
300,2023-10-05 22:18:52,187,15,86500000
301,2023-12-28 00:07:49,374,68,174000000
302,2023-10-03 05:37:34,172,30,87000000
303,2023-06-06 04:51:17,388,1,61500000
304,2023-06-13 22:27:53,335,61,66000000
305,2023-07-18 06:40:58,152,74,142500000
306,2023-08-13 20:49:50,11,70,60500000
307,2023-12-18 03:40:07,242,6,152000000
308,2023-11-18 02:15:49,24,10,80500000
309,2023-11-28 12:54:14,305,91,245000000
310,2023-09-11 00:46:46,381,87,121000000
311,2023-07-04 10:17:42,328,6,154000000
312,2023-09-30 23:36:40,106,26,81000000
313,2023-10-31 17:50:10,19,87,81000000
314,2023-10-12 18:48:22,197,11,110500000
315,2023-06-19 11:18:48,92,53,114000000
316,2023-12-23 07:47:13,374,51,157500000
317,2023-12-12 01:05:35,246,43,286000000
318,2023-10-04 11:41:16,265,44,79000000
319,2023-07-24 01:39:27,49,34,135000000
320,2023-09-13 03:13:16,87,46,107000000
321,2023-08-24 09:16:08,221,99,59500000
322,2023-07-16 22:53:42,41,5,145000000
323,2023-11-29 15:33:59,172,89,97000000
324,2023-07-06 19:24:27,131,58,223000000
325,2023-11-16 16:55:43,139,72,66000000
326,2023-08-28 13:15:26,281,79,152000000
327,2023-11-18 15:26:39,52,85,166000000
328,2023-07-15 10:30:59,70,27,199000000
329,2023-12-15 06:42:30,143,21,142500000
330,2023-06-07 11:49:34,142,87,77000000
331,2023-11-26 08:59:04,394,40,68500000
332,2023-12-13 21:34:47,19,36,42000000
333,2023-10-13 00:33:56,248,72,96500000
334,2023-11-25 21:15:01,281,44,148500000
335,2023-11-21 19:10:04,19,41,65000000
336,2023-08-17 15:35:21,189,10,86500000
337,2023-11-03 02:25:08,57,13,146500000
338,2024-01-01 02:37:22,239,79,69500000
339,2023-10-23 00:31:16,69,62,239500000
340,2023-06-10 18:59:34,27,12,135000000
341,2023-07-01 01:59:33,394,83,80000000
342,2023-09-17 14:12:32,225,13,234500000
343,2023-06-30 23:06:34,190,34,163000000
344,2023-10-27 20:34:56,280,100,131500000
345,2023-09-21 08:25:18,379,19,94000000
346,2023-08-27 13:48:29,399,40,64000000
347,2023-07-13 04:49:52,61,100,130500000
348,2023-09-11 08:07:20,78,88,169500000
349,2023-06-21 08:44:23,217,15,123500000
350,2023-12-04 21:27:42,268,3,166500000
351,2023-12-19 06:05:43,304,44,72500000
352,2023-06-06 07:38:39,72,78,194000000
353,2023-10-17 22:22:24,210,89,112000000
354,2023-12-17 15:27:48,261,31,88500000
355,2023-07-22 10:45:50,29,77,79000000
356,2023-11-02 10:51:02,243,15,64500000
357,2023-10-29 03:46:01,216,81,166000000
358,2023-07-30 04:47:01,113,32,73000000
359,2023-10-16 10:08:49,261,89,88500000
360,2023-07-15 22:50:38,32,42,65500000
361,2023-12-13 12:37:28,384,81,55500000
362,2023-09-02 14:06:16,266,90,128000000
363,2023-08-06 22:06:10,170,9,168500000
364,2023-11-25 21:36:49,142,37,70500000
365,2023-08-19 01:34:32,49,50,143000000
366,2023-06-26 23:01:22,137,30,142500000
367,2023-09-08 21:14:21,322,98,153500000
368,2023-12-25 11:34:34,84,32,122000000
369,2023-08-26 13:06:47,387,44,71500000
370,2023-09-17 16:02:43,96,68,65000000
371,2023-06-24 19:50:22,162,37,234000000
372,2023-06-28 15:45:54,381,39,127000000
373,2023-09-12 12:59:03,361,65,394500000
374,2023-06-23 14:21:32,352,26,75000000
375,2023-12-09 14:04:18,152,4,132500000
376,2023-11-25 04:19:07,180,88,185500000
377,2023-11-26 09:03:05,28,30,61000000
378,2023-11-25 15:41:53,181,8,117500000
379,2023-08-03 15:40:55,284,53,98500000
380,2023-07-13 00:20:56,122,61,121000000
381,2023-10-02 06:31:52,144,86,147500000
382,2023-11-21 16:26:40,343,28,156500000
383,2023-11-19 05:43:17,54,14,102500000
384,2023-07-27 01:07:34,258,81,100000000
385,2023-09-07 23:26:46,14,50,78500000
386,2023-10-31 11:05:42,76,33,46000000
387,2023-11-30 17:57:15,137,67,106500000
388,2023-09-20 11:24:01,142,67,57500000
389,2023-09-25 18:57:52,187,24,142500000
390,2023-06-28 21:23:49,10,12,96500000
391,2023-09-22 03:23:54,256,3,352000000
392,2023-06-06 14:47:52,209,59,186000000
393,2023-09-21 09:26:58,342,77,57500000
394,2023-12-01 09:03:10,302,44,102000000
395,2023-06-14 21:00:42,371,4,83000000
396,2023-09-14 10:45:08,212,82,94500000
397,2023-06-12 03:54:16,16,39,73500000
398,2023-08-26 16:13:46,217,27,134500000
399,2023-10-19 13:58:45,84,18,181500000
400,2023-07-15 14:54:39,376,18,182000000
401,2023-09-27 19:55:06,244,45,59500000
402,2023-11-09 07:09:04,337,23,64500000
403,2023-10-08 11:52:45,373,35,114500000
404,2023-09-23 21:31:46,269,5,157500000
405,2023-07-04 07:11:51,85,35,132500000
406,2023-07-12 10:28:25,288,89,147000000
407,2023-10-21 00:22:47,116,86,129500000
408,2023-07-15 14:36:24,107,53,115500000
409,2023-12-06 15:10:16,302,50,90500000
410,2023-08-22 01:45:41,247,48,116000000
411,2023-12-19 18:21:30,97,83,92000000
412,2023-09-19 00:51:30,39,11,123500000
413,2023-08-11 07:22:03,207,41,174000000
414,2023-12-06 01:20:21,215,59,71000000
415,2023-11-29 03:49:49,54,20,90000000
416,2023-06-19 15:46:59,376,21,266000000
417,2023-07-25 04:23:19,372,13,109000000
418,2023-12-09 18:03:40,245,38,108000000
419,2023-12-27 01:33:59,164,46,148500000
420,2023-12-09 07:22:42,110,41,201000000
421,2023-12-29 23:49:05,256,59,231000000
422,2023-11-08 05:39:07,110,52,185000000
423,2023-06-07 08:43:18,110,75,239000000
424,2024-01-04 16:14:47,211,4,103000000
425,2023-08-01 04:28:14,183,16,141500000
426,2023-09-28 16:13:13,161,34,142000000
427,2023-10-16 09:17:06,7,5,94500000
428,2023-08-02 12:05:52,265,97,122000000
429,2023-11-12 07:39:06,108,67,99500000
430,2023-10-09 16:42:21,214,99,63500000
431,2023-12-17 09:38:15,159,99,134500000
432,2023-06-04 00:02:58,214,68,112500000
433,2023-10-12 05:58:51,21,18,77000000
434,2023-10-10 08:13:24,346,55,118000000
435,2023-10-29 18:49:19,321,29,184500000
436,2023-11-18 08:12:02,182,57,196000000
437,2023-12-31 09:58:22,198,81,70500000
438,2023-12-28 02:03:32,193,12,83500000
439,2023-11-01 02:25:06,225,5,378500000
440,2023-11-27 13:55:03,105,10,200500000
441,2023-07-25 22:23:30,351,81,255500000
442,2023-10-17 18:13:36,69,14,207500000
443,2023-09-29 04:05:20,123,95,114000000
444,2023-07-02 17:06:23,159,47,163500000
445,2023-11-28 03:17:34,214,33,63500000
446,2023-10-24 01:09:30,271,27,180000000
447,2023-06-16 11:32:43,139,34,53000000
448,2023-08-27 09:25:29,144,40,267500000
449,2023-11-17 05:39:36,219,50,124000000
450,2023-07-25 10:29:57,313,23,79500000
451,2023-06-14 20:06:45,22,55,134500000
452,2023-09-24 06:13:17,162,71,270500000
453,2023-09-20 03:08:52,213,67,107000000
454,2023-07-27 05:32:49,195,91,132000000
455,2023-06-26 23:05:44,277,21,200000000
456,2023-10-31 18:22:38,381,89,77000000
457,2023-11-06 03:30:18,154,63,149000000
458,2023-10-24 22:49:57,43,26,107500000
459,2023-11-29 23:06:38,101,86,174000000
460,2023-07-17 10:35:09,170,10,160500000
461,2023-10-23 01:12:34,24,44,105500000
462,2023-07-01 20:22:50,221,32,103000000
463,2023-07-15 04:41:21,32,66,80500000
464,2023-09-15 18:09:30,363,31,83500000
465,2023-10-28 15:31:33,358,86,149500000
466,2023-12-03 09:23:54,188,53,107500000
467,2023-09-24 08:53:59,126,97,244500000
468,2023-06-04 06:02:04,380,55,126000000
469,2023-06-04 17:55:12,195,1,188000000
470,2023-08-04 21:37:37,272,95,92500000
471,2023-07-29 16:44:19,244,67,62000000
472,2023-06-09 21:10:09,133,85,107000000
473,2023-10-04 06:10:26,336,84,231500000
474,2023-09-22 06:25:21,24,84,83500000
475,2023-09-22 13:43:49,361,7,200500000
476,2023-08-24 22:39:06,390,93,115500000
477,2023-09-17 22:12:34,207,69,186500000
478,2023-12-29 00:58:15,218,83,135000000
479,2023-10-17 18:22:04,310,48,130500000
480,2023-08-10 12:36:03,347,15,59500000
481,2023-08-24 08:09:56,230,92,100000000
482,2023-06-23 19:59:29,397,20,110500000
483,2023-08-13 18:26:47,139,95,94500000
484,2024-01-05 12:08:51,145,56,233500000
485,2023-07-31 15:37:58,210,85,127500000
486,2023-12-05 07:47:34,87,23,168500000
487,2023-09-15 20:22:00,217,43,139500000
488,2023-06-05 07:19:38,23,94,136500000
489,2023-09-25 19:42:02,235,84,92000000
490,2023-06-06 06:10:58,46,99,111500000
491,2023-06-13 05:10:06,201,22,98000000
492,2023-10-24 06:14:29,212,27,101000000
493,2023-09-11 04:27:38,187,40,146000000
494,2023-08-10 01:32:35,340,92,92000000
495,2023-07-14 03:46:51,53,13,106000000
496,2023-10-17 17:05:13,34,50,116500000
497,2023-12-18 15:45:28,10,3,68000000
498,2023-11-12 13:51:26,383,16,286500000
499,2023-12-18 20:52:48,316,12,138000000
500,2023-10-24 20:15:05,192,82,62000000
501,2023-12-04 05:59:45,297,46,99500000
502,2023-11-10 21:24:28,96,26,80000000
503,2023-09-28 14:42:23,371,57,108500000
504,2023-12-06 16:06:38,219,5,124000000
505,2023-09-26 14:30:36,330,23,108500000
506,2023-07-15 16:43:05,138,60,205000000
507,2023-08-19 19:08:32,43,30,90500000
508,2023-08-02 09:07:09,105,15,197500000
509,2023-12-22 04:53:48,107,75,86500000
510,2023-10-11 11:44:24,237,88,88500000
511,2023-09-17 01:58:15,254,40,95500000
512,2023-08-23 18:20:41,292,97,95500000
513,2023-08-18 12:52:54,92,29,75500000
514,2023-12-10 02:12:12,256,23,276000000
515,2023-07-30 10:07:31,349,60,115500000
516,2023-09-25 06:15:45,351,72,202500000
517,2023-11-07 07:55:22,258,46,77500000
518,2023-09-19 09:47:53,185,28,233500000
519,2023-09-17 12:08:41,125,98,89500000
520,2023-11-02 18:34:02,145,12,234500000
521,2023-10-12 04:43:11,303,65,179500000
522,2023-06-13 00:07:42,231,51,180500000
523,2023-07-24 16:30:05,160,1,83000000
524,2023-09-12 14:59:12,376,100,203000000
525,2023-12-16 12:10:58,192,76,84500000
526,2023-12-21 02:53:16,153,31,126000000
527,2023-07-16 06:23:07,351,24,247500000
528,2023-12-08 13:43:38,186,22,59000000
529,2023-08-31 22:41:29,295,74,79000000
530,2023-07-26 13:49:37,188,80,137000000
531,2023-07-28 20:30:15,354,71,169500000
532,2023-06-24 07:00:23,186,85,73000000
533,2023-10-24 01:45:37,181,10,109000000
534,2023-09-03 08:14:07,376,41,210000000
535,2023-12-20 07:15:50,25,14,81000000
536,2023-08-12 01:02:46,5,42,157000000
537,2023-11-26 11:51:20,314,7,69500000
538,2023-10-10 02:51:42,335,32,56500000
539,2023-08-25 16:01:42,309,44,313000000
540,2023-09-10 10:17:19,135,9,209500000
541,2023-07-24 19:43:55,114,35,108500000
542,2023-11-10 05:29:15,343,97,140500000
543,2023-08-10 11:21:04,172,65,91000000
544,2023-09-17 09:49:49,142,85,68500000
545,2023-06-21 21:59:59,390,48,81000000
546,2023-06-23 08:58:27,245,64,185500000
547,2023-06-21 05:25:08,355,69,58500000
548,2023-07-08 07:59:45,19,88,49000000
549,2023-06-20 21:04:58,25,77,55000000
550,2023-10-08 13:20:43,253,91,95500000
